received_date,application_status,denial_reason,exception_comments,twp_status
2016-11-18,Denied,,,
,,,,Inactive
,,,,Credential Completed
2020-01-19,Denied,,,
,,,,In Progress
,Approved,,,Inactive
,,,,Inactive
,,,,Inactive
2020-09-18,Denied,,,
,,,,Inactive
,,,,In Progress
,,,,In Progress
,,,,In Progress
,,,,In Progress
,,,,Credential Completed
,,,,In Progress
,,,,Inactive
,,,,In Progress
,Approved,,,
,Approved,,,Inactive
,,,,Inactive
,,,,Inactive
,,,,In Progress
,,,,Credential Completed
,Approved,,,Inactive
,,,,Inactive
2011-01-19,Denied,,,
2019-09-18,Denied,,,
2021-02-20,Denied,,,
,,,,Inactive
2006-09-18,Denied,,,
2012-02-20,Denied,,,
,,,,Credential Completed
,Approved,,,Inactive
2018-07-18,Denied,,,
,,,,Inactive
,,,,Inactive
2007-01-19,Denied,,,
,,,,Inactive
,,,,Inactive
1930-11-21,Denied,,,
,,,,Inactive
2025-10-18,Denied,,,
,,,,Inactive
,,,,Inactive
,,,,In Progress
,,,,In Progress
,,,,Inactive
,Approved,,,In Progress
,Approved,,,Credential Completed
,,,,Credential Completed
,Approved,,,In Progress
,Approved,,,In Progress
14-01-2022,Denied,,,
,Approved,,,Inactive
,,,,In Progress
,,,,Inactive
,,,,Credential Completed
,,,,Inactive
,,,,In Progress
,,,,Inactive
,,,,Credential Completed
,,,,In Progress
,,,,Credential Completed
,,,,Inactive
,,,,Credential Completed
,,,,Inactive
,Approved,,,Inactive
,,,,In Progress
,,,,In Progress
,,,,Credential Completed
28-01-2022,Denied,,,
,,,,Inactive
,,,,Credential Completed
14-02-2022,Denied,,,
,Approved,,,Inactive
,,,,Credential Completed
,Approved,,,Credential Completed
,,,,Inactive
,,,,Inactive
17-02-2022,Denied,,,
,,,,Inactive
03-03-2022,Denied,,,
,,,,Credential Completed
,Approved,,,Inactive
,Approved,,,In Progress
03-03-2022,Denied,,,
03-03-2022,Denied,,,
,Approved,,,Credential Completed
03-03-2022,Denied,,,
,,,,Credential Completed
,,,,Credential Completed
02-03-2022,Denied,,,
,Approved,,,Inactive
,Approved,,,In Progress
,,,,In Progress
,,,,Inactive
,Approved,,,Inactive
09-03-2022,Denied,,,
,,,,Inactive
,,,,Credential Completed
,,,,Inactive
,,,,In Progress
,Approved,,,In Progress
,,,,Inactive
,,,,In Progress
,,,,Inactive
,,,,Inactive
,,,,Inactive
,Approved,,,Inactive
,Approved,,,Inactive
,,,,Inactive
,,,,In Progress
,,,,In Progress
,Approved,,,
,,,,Credential Completed
,,,,Credential Completed
,Approved,,,Inactive
,,,,Credential Completed
,,,,Credential Completed
22-03-2022,Approved (previously on appeal),,,
,Approved,,,Inactive
28-03-2022,Denied,,,
,,,,In Progress
,,,,Inactive
,Approved,,,
,,,,Inactive
28-03-2022,Denied,,,
,,,,Inactive
31-03-2022,Approved,,,
,,,,
,,,,Inactive
,Approved,,,Credential Completed
31-03-2022,Denied,,,
28-03-2022,Denied,,,
21-02-2022,Denied,,,
08-02-2022,Denied,,,
,Approved,,,In Progress
05-04-2022,No time in care-Carla,,,
,,,,Inactive
,,,,In Progress
,,,,Inactive
05-04-2022,Approved on appeal (2020),,,
,Approved,,,Inactive
,,,,In Progress
07-04-2022,Denied,,,
07-04-2022,Denied,,,
,,,,In Progress
07-04-2022,Denied,,,
,,,,Credential Completed
,,,,Credential Completed
07-04-2022,Denied,,,
,,,,Inactive
,,,,Inactive
,,,,Credential Completed
,Approved,,,Inactive
,,,,Credential Completed
,,,,In Progress
,Approved,,,Inactive
,,,,Credential Completed
,,,,In Progress
,,,,Credential Completed
27-04-2022,Denied,,,
,,,,Inactive
,,,,Credential Completed
,,,,Credential Completed
27-04-2022,Denied,,,
,Approved,,,In Progress
,Approved,,,Inactive
27-04-2022,Denied,,,No time in care-Carla
28-04-2022,Denied,,,
,,,,Inactive
,Approved,,,Inactive
,,,,Inactive
,Approved,,,In Progress
,Approved,,,Inactive
28-04-2022,Denied,,,
,,,,Credential Completed
,,,,In Progress
,,,,Credential Completed
,Approved,,,Credential Completed
,,,,In Progress
,,,,Credential Completed
,,,,In Progress
,,,,In Progress
,,,,Inactive
,,,,Inactive
,Approved,,,Inactive
,,,,Inactive
09-05-2022,Denied,,,
09-05-2022,Denied,,,
09-05-2022,Denied,,,
,,,,Inactive
,Approved,,,Credential Completed
,,,,Inactive
,Approved,,,In Progress
,,,,In Progress
,,,,Inactive
,,,,Credential Completed
,,,,In Progress
,,,,Inactive
,Approved,,,Inactive
,,,,Inactive
,,,,In Progress
,,,,Inactive
,Approved,,,Inactive
,,,,In Progress
,,,,In Progress
,Approved,,,Inactive
,,,,In Progress
06-06-2022,Approved,,, 
06-06-2022,Denied,,,Time in Care
06-06-2022,Denied,,,Time in Care
06-06-2022,Approved,,,
06-06-2022,Approved,,,
06-06-2022,Denied,,,Time in Care
06-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-06-2022,Approved,,,
14-01-2018,Approved,,,
16-06-2022,Approved,,,
16-06-2022,Approved,,,
16-06-2022,Denied,,,Time in Care
16-06-2022,Approved,,,
16-06-2022,Approved,,,
16-06-2022,Approved,,,
16-06-2022,Approved,,,
16-06-2022,Denied,,,Time in Care
16-06-2022,Approved,,,
22-06-2022,Approved,,,
22-06-2022,Approved,,,
22-06-2022,Approved,,,
22-06-2022,Approved,,,
22-06-2022,Denied,,,
22-06-2022,Approved,,,
22-06-2022,Approved,,,
22-06-2022,Approved,,,
22-06-2022,Denied,,,Time in Care
22-06-2022,Approved,,,
22-06-2022,Denied,,,Time in Care
28-06-2022,Approved,,,
29-06-2022,Approved,,,
29-06-2022,Approved,,,
29-06-2022,Approved,,,
30-06-2022,Approved,,,
30-06-2022,Denied,,,Time in Care
30-06-2022,Approved,,,
04-07-2022,Approved,,,
04-07-2022,Approved,,, 
07-07-2022,Approved,,,
07-07-2022,Approved,,,
07-07-2022,Approved,,,
07-07-2022,Approved,,,
07-07-2022,Approved,,,
08-07-2022,Denied,,,Time in Care
08-07-2022,Approved,,,
11-07-2022,Approved,,,
11-07-2022,Approved,,,
11-07-2022,Approved,,,
11-07-2022,Approved,,,
11-07-2022,Approved,,,
11-07-2022,Approved,,,
12-07-2022,Approved,,,
12-07-2022,Approved,,,
12-07-2022,Approved,,,
12-07-2022,Approved,,,
12-07-2022,Approved,,,
12-07-2022,Approved,,,
12-07-2022,Approved,,,
18-07-2022,Approved,,,
18-07-2022,Approved,,,
18-07-2022,Approved,,,
18-07-2022,Denied,,,Time in Care
19-07-2022,Approved,,,
19-07-2022,Denied,,,Time in Care
19-07-2022,Denied,,,Time in Care
19-07-2022,Approved,,,
20-07-2022,Approved,,,
21-07-2022,Approved,,,
21-07-2022,Approved,,,
22-07-2022,Approved,,,
22-07-2022,Denied,,,No time in care
22-07-2022,Denied,,,Time in Care
25-07-2022,Approved,,,
25-07-2022,Denied,,,Time in Care
26-07-2022,Approved,,,
26-07-2022,Approved,,,
27-07-2022,Approved,,,
27-07-2022,Approved,,,
27-07-2022,Approved,,,
27-07-2022,Approved,,,
27-07-2022,Approved,,,
27-07-2022,Approved,,,
03-08-2022,Approved,,,
03-08-2022,Denied,,,Time in Care
04-08-2022,Denied,,,Overage
05-08-2022,Approved,,,
05-08-2022,Denied,,,Time in Care
05-08-2022,Withdrew,,,withdrew via Gwen at Royal Roads
09-08-2022,Approved,,,
11-08-2022,Approved,,,
12-08-2022,Approved,,,
12-08-2022,Approved,,,
15-08-2022,Approved,,,
15-08-2022,Approved,,,
15-08-2022,Approved,,,
16-08-2022,Denied,,,Time in Care
17-08-2022,Denied,,,Time in Care
12-08-2022,Approved,,,
17-08-2022,Approved,,,
17-08-2022,Approved,,,
17-08-2022,Approved,,,
17-08-2022,Approved,,,
17-08-2022,Approved,,,
18-08-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Denied,,,No time in care
12-09-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Denied,,,Time in Care
12-09-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Denied,,,Time in Care
12-09-2022,Denied,,,Time in Care
12-09-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Approved,,,
17-08-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Denied,,,Time in Care
12-09-2022,Approved,,,
12-09-2022,Approved,,,
12-09-2022,Denied,,,Time in Care
12-09-2022,Approved,,,
11-07-2022,Approved,,,
20-09-2002,Denied,,,Overage
20-09-2002,Approved,,,
20-09-2002,Approved,,,
20-09-2002,Denied,,,Time in Care
20-09-2002,Denied,,,No Time in Care
20-09-2002,Approved,,,
20-09-2002,Denied,,,Time in Care
20-09-2002,Approved,,,
20-09-2002,Denied,,,Time in Care
20-09-2002,Denied,,,Time in Care
20-09-2002,Approved,,,
20-09-2002,Denied,,,No Time in Care
20-09-2002,Approved,,,
20-09-2002,Denied,,,No Time in Care
20-09-2002,Approved,,,
20-09-2002,Denied,,,No Time in Care
02-09-2022,Approved,,,
02-09-2022,Approved,,,
02-09-2022,Approved,,,
02-09-2022,Approved,,,
02-09-2022,Approved,,,
02-09-2022,Approved,,,
06-09-2022,Approved,,,
06-09-2022,Approved,,,
06-09-2022,Approved,,,
06-09-2022,Approved,,,
07-09-2022,Approved,,,
07-09-2022,Denied,,,Time in Care
07-09-2022,Denied,,,Time in Care
08-09-2022,Approved,,,
08-09-2022,Approved,,,
08-09-2022,Approved,,,
08-09-2022,Approved,,,
08-09-2022,Approved,,,
08-09-2022,Approved,,,
09-09-2022,Approved,,,
09-09-2022,Approved,,,
09-09-2022,Approved,,,
09-09-2022,Denied,,,Time in Care / Overage
09-09-2022,Denied,,,Overage
12-09-2022,Approved,,,
12-09-2022,Approved,,,
13-09-2022,Approved,,,
14-09-2022,Denied,,,Time in Care
15-09-2022,Approved,,,
16-09-2022,Denied,,,Time in Care
20-09-2022,Approved,,,
21-09-2022,Approved,,,
21-09-2022,Approved,,,
21-09-2022,Approved,,,
21-09-2022,Approved,,,
22-09-2022,Approved,,,
22-09-2022,Denied,,,Time in Care
22-09-2022,Approved,,,
23-09-2022,Approved,,,
27-09-2022,Approved,,,
28-09-2022,Denied,,,Time in Care / Overage
28-09-2022,Approved,,,
28-09-2022,Approved,,,
03-10-2022,Denied,,,Time in Care / Overage
03-10-2022,Denied,,,Time in Care / Overage
03-10-2022,Approved,,,
04-10-2022,Approved,,,
04-10-2022,Approved,,,
05-10-2022,Approved,,,
06-10-2022,Approved,,,
06-10-2022,Approved,,,
07-10-2022,Approved,,,
14-10-2022,Denied,,,Time in Care / Overage
14-10-2022,Approved,,,
17-10-2022,Approved,,,
17-10-2022,Approved,,,
17-10-2022,Approved,,,
18-10-2022,Approved,,,
18-10-2022,Approved,,,
18-10-2022,Approved,,,
19-10-2022,Approved,,,
19-10-2022,Approved,,,
19-10-2022,Denied,,,No Time in Care
21-10-2022,Denied,,,Time in Care
21-10-2022,Approved,,,
21-10-2022,Approved,,,
25-10-2022,Approved,,,
25-10-2022,Denied,,,No Time in Care
27-10-2022,Approved,,,
31-10-2022,Denied,,,No Time in Care
01-11-2022,Approved,,,
03-11-2022,Approved,,,
04-11-2022,,,,
08-11-2022,,,,
08-11-2022,,,,
08-11-2022,,,,
